"EVENT_TYPE","FILE_NAME","KEY","ID","COUNT_FROM_CED","COUNT_FROM_DB","EventsToBeProcessed","Eventsalready_processed","STATUS","Comments"
"PUSH_UNINSTALL","30336_PUSH_UNINSTALL_20191218_071702.txt","RIID","20010621","1","2","1","1","Pass","Count for the ID Match, But there are 1 to be processed yet"
"PUSH_UNINSTALL","30336_PUSH_UNINSTALL_20191218_071702.txt","RIID","20010624","1","2","1","1","Pass","Count for the ID Match, But there are 1 to be processed yet"
"PUSH_UNINSTALL","30336_PUSH_UNINSTALL_20191218_071702.txt","RIID","200106210","1","2","1","1","Pass","Count for the ID Match, But there are 1 to be processed yet"
"PUSH_UNINSTALL","30336_PUSH_UNINSTALL_20191218_071702.txt","RIID","20010625","1","2","1","1","Pass","Count for the ID Match, But there are 1 to be processed yet"
"SENT","30336_SENT_20191218_071700.txt","LAUNCH_ID","1462","10","20","10","10","Pass","Count for the ID Match, But there are 10 to be processed yet"
"SKIPPED","30336_SKIPPED_20191218_071701.txt","LAUNCH_ID","1462","10","20","10","10","Pass","Count for the ID Match, But there are 10 to be processed yet"
"SMS_CLICK","30336_SMS_CLICK_20191218_071701.txt","LAUNCH_ID","1462","10","20","10","10","Pass","Count for the ID Match, But there are 10 to be processed yet"
"SMS_CONVERT","30336_SMS_CONVERT_20191218_071701.txt","LAUNCH_ID","1462","10","20","10","10","Pass","Count for the ID Match, But there are 10 to be processed yet"
"SMS_DELIVERED","30336_SMS_DELIVERED_20191218_071701.txt","LAUNCH_ID","1462","10","10","10","0","Pass","Count for the ID Match"
"SMS_FAIL","30336_SMS_FAIL_20191218_071701.txt","LAUNCH_ID","1462","10","10","10","0","Pass","Count for the ID Match"
"SMS_MO_FW_FAILED","30336_SMS_MO_FW_FAILED_20191218_071701.txt","LAUNCH_ID","1462","10","20","10","10","Pass","Count for the ID Match, But there are 10 to be processed yet"
"SMS_MO_FW_SENT","30336_SMS_MO_FW_SENT_20191218_071701.txt","LAUNCH_ID","1462","10","20","10","10","Pass","Count for the ID Match, But there are 10 to be processed yet"
"SMS_OPT_IN","30336_SMS_OPT_IN_20191218_071701.txt","RIID","20010623","1","2","1","1","Pass","Count for the ID Match, But there are 1 to be processed yet"
"SMS_OPT_IN","30336_SMS_OPT_IN_20191218_071701.txt","RIID","20010629","1","2","1","1","Pass","Count for the ID Match, But there are 1 to be processed yet"
"SMS_OPT_IN","30336_SMS_OPT_IN_20191218_071701.txt","RIID","20010626","1","2","1","1","Pass","Count for the ID Match, But there are 1 to be processed yet"
"SMS_OPT_IN","30336_SMS_OPT_IN_20191218_071701.txt","RIID","20010627","1","2","1","1","Pass","Count for the ID Match, But there are 1 to be processed yet"
"SMS_OPT_IN","30336_SMS_OPT_IN_20191218_071701.txt","RIID","20010628","1","2","1","1","Pass","Count for the ID Match, But there are 1 to be processed yet"
"SMS_OPT_IN","30336_SMS_OPT_IN_20191218_071701.txt","RIID","20010622","1","2","1","1","Pass","Count for the ID Match, But there are 1 to be processed yet"
"SMS_OPT_IN","30336_SMS_OPT_IN_20191218_071701.txt","RIID","20010621","1","2","1","1","Pass","Count for the ID Match, But there are 1 to be processed yet"
"SMS_OPT_IN","30336_SMS_OPT_IN_20191218_071701.txt","RIID","20010624","1","2","1","1","Pass","Count for the ID Match, But there are 1 to be processed yet"
"SMS_OPT_IN","30336_SMS_OPT_IN_20191218_071701.txt","RIID","200106210","1","2","1","1","Pass","Count for the ID Match, But there are 1 to be processed yet"
"SMS_OPT_IN","30336_SMS_OPT_IN_20191218_071701.txt","RIID","20010625","1","2","1","1","Pass","Count for the ID Match, But there are 1 to be processed yet"
"SMS_OPT_OUT","30336_SMS_OPT_OUT_20191218_071701.txt","RIID","20010623","1","1","1","0","Pass","Count for the ID Match"
"SMS_OPT_OUT","30336_SMS_OPT_OUT_20191218_071701.txt","RIID","20010629","1","1","1","0","Pass","Count for the ID Match"
"SMS_OPT_OUT","30336_SMS_OPT_OUT_20191218_071701.txt","RIID","20010626","1","1","1","0","Pass","Count for the ID Match"
"SMS_OPT_OUT","30336_SMS_OPT_OUT_20191218_071701.txt","RIID","20010627","1","1","1","0","Pass","Count for the ID Match"
"SMS_OPT_OUT","30336_SMS_OPT_OUT_20191218_071701.txt","RIID","20010628","1","1","1","0","Pass","Count for the ID Match"
"SMS_OPT_OUT","30336_SMS_OPT_OUT_20191218_071701.txt","RIID","20010622","1","1","1","0","Pass","Count for the ID Match"
"SMS_OPT_OUT","30336_SMS_OPT_OUT_20191218_071701.txt","RIID","20010621","1","1","1","0","Pass","Count for the ID Match"
"SMS_OPT_OUT","30336_SMS_OPT_OUT_20191218_071701.txt","RIID","20010624","1","1","1","0","Pass","Count for the ID Match"
"SMS_OPT_OUT","30336_SMS_OPT_OUT_20191218_071701.txt","RIID","200106210","1","1","1","0","Pass","Count for the ID Match"
"SMS_OPT_OUT","30336_SMS_OPT_OUT_20191218_071701.txt","RIID","20010625","1","1","1","0","Pass","Count for the ID Match"
"SMS_RECEIVED","30336_SMS_RECEIVED_20191218_071701.txt","LAUNCH_ID","1462","10","20","10","10","Pass","Count for the ID Match, But there are 10 to be processed yet"
"SMS_SENT","30336_SMS_SENT_20191218_071701.txt","LAUNCH_ID","1462","10","20","10","10","Pass","Count for the ID Match, But there are 10 to be processed yet"
"SMS_SKIPPED","30336_SMS_SKIPPED_20191218_071701.txt","LAUNCH_ID","1462","10","20","10","10","Pass","Count for the ID Match, But there are 10 to be processed yet"
"WEBPUSH_BOUNCED","30336_WEBPUSH_BOUNCED_20191218_071702.txt","LAUNCH_ID","1462","10","10","10","0","Pass","Count for the ID Match"
"WEBPUSH_BUTTON_CLICKED","30336_WEBPUSH_BUTTON_CLICKED_20191218_071702.txt","LAUNCH_ID","1462","10","10","10","0","Pass","Count for the ID Match"
"WEBPUSH_CLOSED","30336_WEBPUSH_CLOSED_20191218_071702.txt","LAUNCH_ID","1462","10","10","10","0","Pass","Count for the ID Match"
"WEBPUSH_CONVERTED","30336_WEBPUSH_CONVERTED_20191218_071702.txt","LAUNCH_ID","1462","10","10","10","0","Pass","Count for the ID Match"
"WEBPUSH_FAILED","30336_WEBPUSH_FAILED_20191218_071702.txt","LAUNCH_ID","1462","10","10","10","0","Pass","Count for the ID Match"
"WEBPUSH_OPENED","30336_WEBPUSH_OPENED_20191218_071702.txt","LAUNCH_ID","1462","10","10","10","0","Pass","Count for the ID Match"
"WEBPUSH_OPT_IN","30336_WEBPUSH_OPT_IN_20191218_071702.txt","LAUNCH_ID","1462","10","10","10","0","Pass","Count for the ID Match"
"WEBPUSH_OPT_OUT","30336_WEBPUSH_OPT_OUT_20191218_071702.txt","LAUNCH_ID","1462","10","10","10","0","Pass","Count for the ID Match"
"WEBPUSH_SENT","30336_WEBPUSH_SENT_20191218_071702.txt","LAUNCH_ID","1462","10","10","10","0","Pass","Count for the ID Match"
"WEBPUSH_SKIPPED","30336_WEBPUSH_SKIPPED_20191218_071702.txt","LAUNCH_ID","1462","10","10","10","0","Pass","Count for the ID Match"
